PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34117965","A Preliminary Test of an mHealth Facilitated Health Coaching Intervention to Improve Medication Adherence among Persons Living with HIV","Ramsey SE, Ames EG, Uber J, Habib S, Clark S, Waldrop D.","AIDS Behav. 2021 Nov;25(11):3782-3797. doi: 10.1007/s10461-021-03342-5. Epub 2021 Jun 12.","Ramsey SE","AIDS Behav","2021","2021/06/12","PMC8563378","NIHMS1723066","10.1007/s10461-021-03342-5"
"36301614","A Tailored Gender-Sensitive mHealth Weight Loss Intervention (I-GENDO): Development and Process Evaluation","Pape M, Färber T, Seiferth C, Roth T, Schroeder S, Wolstein J, Herpertz S, Steins-Loeber S.","JMIR Form Res. 2022 Oct 27;6(10):e38480. doi: 10.2196/38480.","Pape M","JMIR Form Res","2022","2022/10/27","PMC9650578","","10.2196/38480"
"35731547","The Aim2Be mHealth Intervention for Children With Overweight or Obesity and Their Parents: Person-Centered Analyses to Uncover Digital Phenotypes","De-Jongh González O, Tugault-Lafleur CN, Buckler EJ, Hamilton J, Ho J, Buchholz A, Morrison KM, Ball GD, Mâsse LC.","J Med Internet Res. 2022 Jun 22;24(6):e35285. doi: 10.2196/35285.","De-Jongh González O","J Med Internet Res","2022","2022/06/22","PMC9221987","","10.2196/35285"
"37252765","Positive Design Framework for Carer eSupport: Qualitative Study to Support Informal Caregivers of Patients With Head and Neck Cancer in Sweden","Ahmad A, Premanandan S, Langegård U, Cajander Å, Johansson B, Carlsson M, Tiblom Ehrsson Y.","JMIR Cancer. 2023 May 30;9:e45748. doi: 10.2196/45748.","Ahmad A","JMIR Cancer","2023","2023/05/30","PMC10265409","","10.2196/45748"
"38623343","The impact of self-monitoring physical and mental health via an mHealth application on postpartum weight retention: Data from the INTER-ACT RCT","Geusens F, Van Uytsel H, Ameye L, Devlieger R, Jacquemyn Y, Van Holsbeke C, Bogaerts A.","Health Promot Perspect. 2024 Mar 14;14(1):44-52. doi: 10.34172/hpp.42528. eCollection 2024 Mar.","Geusens F","Health Promot Perspect","2024","2024/04/16","PMC11016147","","10.34172/hpp.42528"
"32821063","Perceptions and Attitudes Toward Mobile Health in Development of an Exclusive Breastfeeding Tool: Focus Group Study With Caregivers and Health Promoters in the Dominican Republic","Casilang CG, Stonbraker S, Japa I, Halpern M, Messina L, Steenhoff AP, Lowenthal ED, Fleisher L.","JMIR Pediatr Parent. 2020 Aug 21;3(2):e20312. doi: 10.2196/20312.","Casilang CG","JMIR Pediatr Parent","2020","2020/08/22","PMC7474414","","10.2196/20312"
"24350214","A hybrid online intervention for reducing sedentary behavior in obese women","Adams MM, Davis PG, Gill DL.","Front Public Health. 2013 Oct 28;1:45. doi: 10.3389/fpubh.2013.00045. eCollection 2013.","Adams MM","Front Public Health","2013","2013/12/19","PMC3859962","","10.3389/fpubh.2013.00045"
"31057998","Mobile Phones May Not Bridge the Digital Divide: A Look at Mobile Phone Literacy in an Underserved Patient Population","Kumar D, Hemmige V, Kallen MA, Giordano TP, Arya M.","Cureus. 2019 Feb 20;11(2):e4104. doi: 10.7759/cureus.4104.","Kumar D","Cureus","2019","2019/05/07","PMC6476614","","10.7759/cureus.4104"
"32961993","Feasibility-Usability Study of a Tablet App Adapted Specifically for Persons with Cognitive Impairment-SMART4MD (Support Monitoring and Reminder Technology for Mild Dementia)","Quintana M, Anderberg P, Sanmartin Berglund J, Frögren J, Cano N, Cellek S, Zhang J, Garolera M.","Int J Environ Res Public Health. 2020 Sep 18;17(18):6816. doi: 10.3390/ijerph17186816.","Quintana M","Int J Environ Res Public Health","2020","2020/09/23","PMC7557766","","10.3390/ijerph17186816"
"33755029","Gender Differences in Adolescent Sleep Disturbance and Treatment Response to Smartphone App-Delivered Cognitive Behavioral Therapy for Insomnia: Exploratory Study","Li SH, Graham BM, Werner-Seidler A.","JMIR Form Res. 2021 Mar 23;5(3):e22498. doi: 10.2196/22498.","Li SH","JMIR Form Res","2021","2021/03/23","PMC8075040","","10.2196/22498"
"32703293","Communities for Healthy Living (CHL) A Community-based Intervention to Prevent Obesity in Low-Income Preschool Children: Process Evaluation Protocol","Beckerman-Hsu JP, Aftosmes-Tobio A, Gavarkovs A, Kitos N, Figueroa R, Kalyoncu ZB, Lansburg K, Yu X, Kazik C, Vigilante A, Leonard J, Torrico M, Jurkowski JM, Davison KK.","Trials. 2020 Jul 23;21(1):674. doi: 10.1186/s13063-020-04571-0.","Beckerman-Hsu JP","Trials","2020","2020/07/25","PMC7376736","","10.1186/s13063-020-04571-0"
"38578673","Combined Motivational Interviewing and Ecological Momentary Intervention to Reduce Hazardous Alcohol Use Among Sexual Minority Cisgender Men and Transgender Individuals: Protocol for a Randomized Controlled Trial","Lauckner C, Takenaka BP, Sesenu F, Brown JS, Kirklewski SJ, Nicholson E, Haney K, Adatorwovor R, Boyd DT, Fallin-Bennett K, Restar AJ, Kershaw T.","JMIR Res Protoc. 2024 Apr 5;13:e55166. doi: 10.2196/55166.","Lauckner C","JMIR Res Protoc","2024","2024/04/05","PMC11031694","","10.2196/55166"
"36332966","Adolescents' and professionals' experiences of metabolic and bariatric surgery and requirements for preoperative and postoperative support through mHealth: a qualitative study","Müssener U, Örn M, Olbers T, Löf M, Sjögren L.","BMJ Open. 2022 Nov 4;12(11):e064893. doi: 10.1136/bmjopen-2022-064893.","Müssener U","BMJ Open","2022","2022/11/04","PMC9639096","","10.1136/bmjopen-2022-064893"
"35499856","Development of a Mobile Assessment Tool for Understanding Social Comparison Processes Among Individuals With Schizophrenia: Two-Phase Survey Study","Arigo D, Torous J.","JMIR Form Res. 2022 May 2;6(5):e36541. doi: 10.2196/36541.","Arigo D","JMIR Form Res","2022","2022/05/02","PMC9112081","","10.2196/36541"
"37486748","Using Intervention Mapping and Behavior Change Techniques to Develop a Digital Intervention for Self-Management in Stroke: Development Study","Wong AWK, Fong MWM, Munsell EGS, Metts CL, Lee SI, Nicol GE, DePaul O, Tomazin SE, Kaufman KJ, Mohr DC.","JMIR Hum Factors. 2023 Jul 24;10:e45099. doi: 10.2196/45099.","Wong AWK","JMIR Hum Factors","2023","2023/07/24","PMC10407772","","10.2196/45099"
"37943227","Impact of Digital Health Technology on Quality of Life in Patients With Heart Failure","Victoria-Castro AM, Martin ML, Yamamoto Y, Melchinger H, Weinstein J, Nguyen A, Lee KA, Gerber B, Calderon F, Subair L, Lee V, Williams A, Shaw M, Arora T, Garcez A, Desai NR, Ahmad T, Wilson FP.","JACC Heart Fail. 2024 Feb;12(2):336-348. doi: 10.1016/j.jchf.2023.09.022. Epub 2023 Nov 8.","Victoria-Castro AM","JACC Heart Fail","2024","2023/11/09","","","10.1016/j.jchf.2023.09.022"
"37134021","Effectiveness and Medicoeconomic Evaluation of Home Monitoring of Patients With Mild COVID-19: Covidom Cohort Study","Jaulmes L, Yordanov Y, Descamps A, Durand-Zaleski I, Dinh A, Jourdain P, Dechartres A.","J Med Internet Res. 2023 Jun 23;25:e43980. doi: 10.2196/43980.","Jaulmes L","J Med Internet Res","2023","2023/05/03","PMC10337320","","10.2196/43980"
"29317380","Effectiveness and Appropriateness of mHealth Interventions for Maternal and Child Health: Systematic Review","Chen H, Chai Y, Dong L, Niu W, Zhang P.","JMIR Mhealth Uhealth. 2018 Jan 9;6(1):e7. doi: 10.2196/mhealth.8998.","Chen H","JMIR Mhealth Uhealth","2018","2018/01/11","PMC5780618","","10.2196/mhealth.8998"
"35730559","Understanding Engagement With Forensic Smartphone Apps: The Service Design Engagement Model","Ross S, Wood MA, Johns D, Murphy J, Baird R, Alford B.","Int J Offender Ther Comp Criminol. 2022 Jun 22:306624X221106323. doi: 10.1177/0306624X221106323. Online ahead of print.","Ross S","Int J Offender Ther Comp Criminol","2022","2022/06/22","","","10.1177/0306624X221106323"
"34713126","Analysis of Online Peripartum Depression Communities: Application of Multilabel Text Classification Techniques to Inform Digitally-Mediated Prevention and Management","Zingg A, Singh T, Myneni S.","Front Digit Health. 2021 May 21;3:653769. doi: 10.3389/fdgth.2021.653769. eCollection 2021.","Zingg A","Front Digit Health","2021","2021/10/29","PMC8521806","","10.3389/fdgth.2021.653769"
"38265857","Culturally Adapting the World Health Organization Digital Intervention for Family Caregivers of People With Dementia (iSupport): Community-Based Participatory Approach","Messina A, Amati R, Annoni AM, Bano B, Albanese E, Fiordelli M.","JMIR Form Res. 2024 Jan 24;8:e46941. doi: 10.2196/46941.","Messina A","JMIR Form Res","2024","2024/01/24","PMC10851118","","10.2196/46941"
"27429272","Mobile Tele-Mental Health: Increasing Applications and a Move to Hybrid Models of Care","Chan SR, Torous J, Hinton L, Yellowlees P.","Healthcare (Basel). 2014 May 6;2(2):220-33. doi: 10.3390/healthcare2020220.","Chan SR","Healthcare (Basel)","2014","2016/07/19","PMC4934468","","10.3390/healthcare2020220"
"36429795","Using Intervention Mapping to Develop a Workplace Digital Health Intervention for Preconception, Pregnant, and Postpartum Women: The Health in Planning, Pregnancy and Postpartum (HiPPP) Portal","Blewitt C, Savaglio M, Madden SK, Meechan D, O'Connor A, Skouteris H, Hill B.","Int J Environ Res Public Health. 2022 Nov 16;19(22):15078. doi: 10.3390/ijerph192215078.","Blewitt C","Int J Environ Res Public Health","2022","2022/11/26","PMC9690929","","10.3390/ijerph192215078"
"36972285","Randomized trial evaluating an mHealth intervention for the early community-based detection and follow-up of cutaneous leishmaniasis in rural Colombia","Castillo M, Alexander N, Rubiano L, Rojas C, Navarro A, Rincon D, Bernal LV, Lerma YO, Saravia NG, Aronoff-Spencer E.","PLoS Negl Trop Dis. 2023 Mar 27;17(3):e0011180. doi: 10.1371/journal.pntd.0011180. eCollection 2023 Mar.","Castillo M","PLoS Negl Trop Dis","2023","2023/03/27","PMC10079216","","10.1371/journal.pntd.0011180"
"38153780","A Remotely Delivered, Semaglutide-Supported Specialist Weight Management Program: Preliminary Findings From a Retrospective Service Evaluation","Richards R, Wren GM, Campion P, Whitman M.","JMIR Form Res. 2023 Dec 28;7:e53619. doi: 10.2196/53619.","Richards R","JMIR Form Res","2023","2023/12/28","PMC10784980","","10.2196/53619"
"26685288","A Community-Engaged Approach to Developing an mHealth HIV/STI and Drug Abuse Preventive Intervention for Primary Care: A Qualitative Study","Cordova D, Bauermeister JA, Fessler K, Delva J, Nelson A, Nurenberg R, Mendoza Lua F, Alers-Rojas F, Salas-Wright CP; Youth Leadership Council.","JMIR Mhealth Uhealth. 2015 Dec 18;3(4):e106. doi: 10.2196/mhealth.4620.","Cordova D","JMIR Mhealth Uhealth","2015","2015/12/20","PMC4704933","","10.2196/mhealth.4620"
"36307830","Improving pediatric COVID-19 vaccine uptake using an mHealth tool (MoVeUp): study protocol for a randomized, controlled trial","McCulloh RJ, Darden PM, Snowden J, Ounpraseuth S, Lee J, Clarke M, Newcomer SR, Fu L, Hubberd D, Baldner J, Garza M, Kerns E.","Trials. 2022 Oct 28;23(1):911. doi: 10.1186/s13063-022-06819-3.","McCulloh RJ","Trials","2022","2022/10/29","PMC9616622","","10.1186/s13063-022-06819-3"
"33835036","Theory Integration for Lifestyle Behavior Change in the Digital Age: An Adaptive Decision-Making Framework","Zhang C, Lakens D, IJsselsteijn WA.","J Med Internet Res. 2021 Apr 9;23(4):e17127. doi: 10.2196/17127.","Zhang C","J Med Internet Res","2021","2021/04/09","PMC8065564","","10.2196/17127"
"33821806","Staff Perceptions of Preimplementation Barriers and Facilitators to a Mobile Health Antiretroviral Therapy Adherence Counseling Intervention in South Africa: Qualitative Study","McCreesh-Toselli S, Torline J, Gouse H, Robbins RN, Mellins CA, Remien RH, Rowe J, Peton N, Rabie S, Joska JA.","JMIR Mhealth Uhealth. 2021 Apr 6;9(4):e23280. doi: 10.2196/23280.","McCreesh-Toselli S","JMIR Mhealth Uhealth","2021","2021/04/06","PMC8058692","","10.2196/23280"
"37174262","Experiences of a Digital Mental Health Intervention from the Perspectives of Young People Recovering from First-Episode Psychosis: A Focus Group Study","Lal S, Tobin R, Tremblay S, Gleeson JFM, D'Alfonso S, Etienne G, Joober R, Lepage M, Alvarez-Jimenez M.","Int J Environ Res Public Health. 2023 May 8;20(9):5745. doi: 10.3390/ijerph20095745.","Lal S","Int J Environ Res Public Health","2023","2023/05/13","PMC10177982","","10.3390/ijerph20095745"
"31730043","HIV Prevention Via Mobile Messaging for Men Who Have Sex With Men (M-Cubed): Protocol for a Randomized Controlled Trial","Sullivan PS, Zahn RJ, Wiatrek S, Chandler CJ, Hirshfield S, Stephenson R, Bauermeister JA, Chiasson MA, Downing MJ Jr, Gelaude DJ, Siegler AJ, Horvath K, Rogers E, Alas A, Olansky EJ, Saul H, Rosenberg ES, Mansergh G.","JMIR Res Protoc. 2019 Nov 15;8(11):e16439. doi: 10.2196/16439.","Sullivan PS","JMIR Res Protoc","2019","2019/11/16","PMC6884718","","10.2196/16439"
"29061557","Examining Factors of Engagement With Digital Interventions for Weight Management: Rapid Review","Sharpe EE, Karasouli E, Meyer C.","JMIR Res Protoc. 2017 Oct 23;6(10):e205. doi: 10.2196/resprot.6059.","Sharpe EE","JMIR Res Protoc","2017","2017/10/25","PMC5673884","","10.2196/resprot.6059"
"34326041","Preadolescent Students' Engagement With an mHealth Intervention Fostering Social Comparison for Health Behavior Change: Crossover Experimental Study","Nuijten RCY, Van Gorp P, Borghouts T, Le Blanc P, Van den Berg P, Kemperman A, Hadian E, Simons M.","J Med Internet Res. 2021 Jul 29;23(7):e21202. doi: 10.2196/21202.","Nuijten RCY","J Med Internet Res","2021","2021/07/30","PMC8367116","","10.2196/21202"
"38803611","Evaluating the Efficacy of Time for Living and Caring: An Online Intervention to Support Dementia Caregivers' Use of Respite","Iacob E, Caserta M, Donaldson G, Sparks C, Terrill A, Thompson A, Wong B, Utz RL.","Innov Aging. 2024 Apr 26;8(5):igae043. doi: 10.1093/geroni/igae043. eCollection 2024.","Iacob E","Innov Aging","2024","2024/05/28","PMC11129597","","10.1093/geroni/igae043"
"32946805","Attendee Survey and Practical Appraisal of a Telegram®-Based Dermatology Congress During the COVID-19 Confinement","Martin-Gorgojo A, Bernabeu-Wittel J, Linares-Barrios M, Russo-de la Torre F, García-Doval I, Del Río-de la Torre E.","Actas Dermosifiliogr (Engl Ed). 2020 Dec;111(10):852-860. doi: 10.1016/j.ad.2020.08.009. Epub 2020 Sep 15.","Martin-Gorgojo A","Actas Dermosifiliogr (Engl Ed)","2020","2020/09/18","PMC7491382","","10.1016/j.ad.2020.08.009"
"32613525","Development and Initial Testing of an mHealth Transitions of Care Intervention for Adults with Schizophrenia-Spectrum Disorders Immediately Following a Psychiatric Hospitalization","Moitra E, Park HS, Gaudiano BA.","Psychiatr Q. 2021 Mar;92(1):259-272. doi: 10.1007/s11126-020-09792-9.","Moitra E","Psychiatr Q","2021","2020/07/03","PMC7775867","NIHMS1608871","10.1007/s11126-020-09792-9"
"37526964","The Complexity of Transferring Remote Monitoring and Virtual Care Technology Between Countries: Lessons From an International Workshop","Pham Q, Wong D, Pfisterer KJ, Aleman D, Bansback N, Cafazzo JA, Casson AJ, Chan B, Dixon W, Kakaroumpas G, Lindner C, Peek N, Potts HW, Ribeiro B, Seto E, Stockton-Powdrell C, Thompson A, van der Veer S.","J Med Internet Res. 2023 Aug 1;25:e46873. doi: 10.2196/46873.","Pham Q","J Med Internet Res","2023","2023/08/01","PMC10427929","","10.2196/46873"
"30682726","Feasibility of a Therapist-Supported, Mobile Phone-Delivered Online Intervention for Depression: Longitudinal Observational Study","Goldin PR, Lindholm R, Ranta K, Hilgert O, Helteenvuori T, Raevuori A.","JMIR Form Res. 2019 Jan 22;3(1):e11509. doi: 10.2196/11509.","Goldin PR","JMIR Form Res","2019","2019/01/26","PMC6362390","","10.2196/11509"
"31431571","Human Factors and Ergonomics for a Safe Transition to Digital Health","Bellandi T, Albolino S.","Stud Health Technol Inform. 2019 Aug 9;265:12-21. doi: 10.3233/SHTI190130.","Bellandi T","Stud Health Technol Inform","2019","2019/08/22","","","10.3233/SHTI190130"
"27254526","Applying Judgment Analysis Theory and Methods to Obtain an Insight Into Clinical Judgments: Implementation and Findings With a Simulated Neonatal Intensive Care Unit Setup","Nadler I, Globus O, Pessach-Gelblum L, Strauss Z, Sela R, Ziv A.","Simul Healthc. 2016 Jun;11(3):200-8. doi: 10.1097/SIH.0000000000000144.","Nadler I","Simul Healthc","2016","2016/06/03","","","10.1097/SIH.0000000000000144"
"38027836","Promoting couples' resilience to relationship obsessive compulsive disorder (ROCD) symptoms using a CBT-based mobile application: A randomized controlled trial","Gorelik M, Szepsenwol O, Doron G.","Heliyon. 2023 Oct 28;9(11):e21673. doi: 10.1016/j.heliyon.2023.e21673. eCollection 2023 Nov.","Gorelik M","Heliyon","2023","2023/11/29","PMC10656241","","10.1016/j.heliyon.2023.e21673"
"38699636","App-based support for breast cancer patients to reduce psychological distress during therapy and survivorship - a multicentric randomized controlled trial","Wolff J, Seidel S, Wuelfing P, Lux MP, Zu Eulenburg C, Smollich M, Baumann F, Seitz S, Kuemmel S, Thill M, Tio J, Braun M, Hollaender H, Seitz A, Horn F, Harbeck N, Wuerstlein R.","Front Oncol. 2024 Apr 18;14:1354377. doi: 10.3389/fonc.2024.1354377. eCollection 2024.","Wolff J","Front Oncol","2024","2024/05/03","PMC11064693","","10.3389/fonc.2024.1354377"
"28243807","Using Mobile Health (mHealth) Technology in the Management of Diabetes Mellitus, Physical Inactivity, and Smoking","Rehman H, Kamal AK, Sayani S, Morris PB, Merchant AT, Virani SS.","Curr Atheroscler Rep. 2017 Apr;19(4):16. doi: 10.1007/s11883-017-0650-5.","Rehman H","Curr Atheroscler Rep","2017","2017/03/01","","","10.1007/s11883-017-0650-5"
"31814806","An mHealth approach to extend a brief intervention for adolescent alcohol use and suicidal behavior: Qualitative analyses of adolescent and parent feedback","McManama O'Brien KH, Battalen AW, Sellers CM, Spirito A, Yen S, Maneta E, Ryan CA, Braciszeweski JM.","J Technol Hum Serv. 2019;37(4):255-285. doi: 10.1080/15228835.2018.1561347. Epub 2019 Feb 10.","McManama O'Brien KH","J Technol Hum Serv","2019","2019/12/10","PMC6897385","NIHMS1520400","10.1080/15228835.2018.1561347"
"36149735","Long-term Weight Loss in a Primary Care-Anchored eHealth Lifestyle Coaching Program: Randomized Controlled Trial","Hesseldal L, Christensen JR, Olesen TB, Olsen MH, Jakobsen PR, Laursen DH, Lauridsen JT, Nielsen JB, Søndergaard J, Brandt CJ.","J Med Internet Res. 2022 Sep 23;24(9):e39741. doi: 10.2196/39741.","Hesseldal L","J Med Internet Res","2022","2022/09/23","PMC9547330","","10.2196/39741"
"37647105","Evaluating the Effectiveness of a Codeveloped e-Mental Health Intervention for University Students: Protocol for a Randomized Controlled Trial","Wang AY, Vereschagin M, Richardson CG, Xie H, Hudec KL, Munthali RJ, Munro L, Leung C, Kessler RC, Vigo DV.","JMIR Res Protoc. 2023 Aug 30;12:e49364. doi: 10.2196/49364.","Wang AY","JMIR Res Protoc","2023","2023/08/30","PMC10500355","","10.2196/49364"
"35297768","An mHealth Intervention to Reduce the Packing of Discretionary Foods in Children's Lunch Boxes in Early Childhood Education and Care Services: Cluster Randomized Controlled Trial","Pearson N, Finch M, Sutherland R, Kingsland M, Wolfenden L, Wedesweiler T, Herrmann V, Yoong SL.","J Med Internet Res. 2022 Mar 17;24(3):e27760. doi: 10.2196/27760.","Pearson N","J Med Internet Res","2022","2022/03/17","PMC8972115","","10.2196/27760"
"32195362","Prediction of stress and drug craving ninety minutes in the future with passively collected GPS data","Epstein DH, Tyburski M, Kowalczyk WJ, Burgess-Hull AJ, Phillips KA, Curtis BL, Preston KL.","NPJ Digit Med. 2020 Mar 4;3:26. doi: 10.1038/s41746-020-0234-6. eCollection 2020.","Epstein DH","NPJ Digit Med","2020","2020/03/21","PMC7055250","","10.1038/s41746-020-0234-6"
"38291740","Digital mental health interventions for the mental health care of refugees and asylum seekers: Integrative literature review","Mabil-Atem JM, Gumuskaya O, Wilson RL.","Int J Ment Health Nurs. 2024 Jan 30. doi: 10.1111/inm.13283. Online ahead of print.","Mabil-Atem JM","Int J Ment Health Nurs","2024","2024/01/31","","","10.1111/inm.13283"
"26155878","Trials of Intervention Principles: Evaluation Methods for Evolving Behavioral Intervention Technologies","Mohr DC, Schueller SM, Riley WT, Brown CH, Cuijpers P, Duan N, Kwasny MJ, Stiles-Shields C, Cheung K.","J Med Internet Res. 2015 Jul 8;17(7):e166. doi: 10.2196/jmir.4391.","Mohr DC","J Med Internet Res","2015","2015/07/10","PMC4526981","","10.2196/jmir.4391"
"37490337","Comparing Digital to Conventional Physical Therapy for Chronic Shoulder Pain: Randomized Controlled Trial","Pak SS, Janela D, Freitas N, Costa F, Moulder R, Molinos M, Areias AC, Bento V, Cohen SP, Yanamadala V, Souza RB, Correia FD.","J Med Internet Res. 2023 Aug 18;25:e49236. doi: 10.2196/49236.","Pak SS","J Med Internet Res","2023","2023/07/25","PMC10474513","","10.2196/49236"
"32432186","Effectiveness of Mobile Apps for Smoking Cessation: A Review","Regmi K, Kassim N, Ahmad N, Tuah NA.","Tob Prev Cessat. 2017 Apr 12;3:12. doi: 10.18332/tpc/70088. eCollection 2017.","Regmi K","Tob Prev Cessat","2017","2020/05/21","PMC7232804","","10.18332/tpc/70088"
"38875579","Leveraging Machine Learning to Develop Digital Engagement Phenotypes of Users in a Digital Diabetes Prevention Program: Evaluation Study","Rodriguez DV, Chen J, Viswanadham RVN, Lawrence K, Mann D.","JMIR AI. 2024 Mar 1;3:e47122. doi: 10.2196/47122.","Rodriguez DV","JMIR AI","2024","2024/06/14","PMC11041485","","10.2196/47122"
"36732464","The Power and Promise of Postpartum Self Care: Evaluation of a Web-Based Tool for Underserved Women","Bryant AS, Coleman J, Shi X, Rodriguez M, Papadopoulos AS, Merz K, Leonard J, Samia N, Marceau L.","Matern Child Health J. 2023 Mar;27(3):548-555. doi: 10.1007/s10995-023-03605-8. Epub 2023 Feb 2.","Bryant AS","Matern Child Health J","2023","2023/02/02","PMC9894665","","10.1007/s10995-023-03605-8"
"38194247","Digital Interventions for Stress Among Frontline Health Care Workers: Results From a Pilot Feasibility Cohort Trial","Espinola CW, Nguyen B, Torres A, Sim W, Rueda A, Beavers L, Campbell DM, Jung H, Lou W, Kapralos B, Peter E, Dubrowski A, Krishnan S, Bhat V.","JMIR Serious Games. 2024 Jan 9;12:e42813. doi: 10.2196/42813.","Espinola CW","JMIR Serious Games","2024","2024/01/09","PMC10783335","","10.2196/42813"
"28954429","Are mHealth Interventions to Improve Child Restraint System Installation of Value? A Mixed Methods Study of Parents","Fleisher L, Erkoboni D, Halkyard K, Sykes E, Norris MS, Walker L, Winston F.","Int J Environ Res Public Health. 2017 Sep 26;14(10):1122. doi: 10.3390/ijerph14101122.","Fleisher L","Int J Environ Res Public Health","2017","2017/09/29","PMC5664623","","10.3390/ijerph14101122"
"29908726","Digital health intervention as an adjunct to a workplace health program in hypertension","Senecal C, Widmer RJ, Johnson MP, Lerman LO, Lerman A.","J Am Soc Hypertens. 2018 Oct;12(10):695-702. doi: 10.1016/j.jash.2018.05.006. Epub 2018 May 30.","Senecal C","J Am Soc Hypertens","2018","2018/06/18","","","10.1016/j.jash.2018.05.006"
"33635823","Rapid Design and Delivery of an Experience-Based Co-designed Mobile App to Support the Mental Health Needs of Health Care Workers Affected by the COVID-19 Pandemic: Impact Evaluation Protocol","Lewis M, Palmer VJ, Kotevski A, Densley K, O'Donnell ML, Johnson C, Wohlgezogen F, Gray K, Robins-Browne K, Burchill L.","JMIR Res Protoc. 2021 Mar 9;10(3):e26168. doi: 10.2196/26168.","Lewis M","JMIR Res Protoc","2021","2021/02/26","PMC7945974","","10.2196/26168"
"32694964","REMIT: Development of a mHealth theory-based intervention to decrease heavy episodic drinking among college students","Kazemi DM, Borsari B, Levine MJ, Lamberson KA, Dooley B.","Addict Res Theory. 2018;26(5):377-385. doi: 10.1080/16066359.2017.1420783. Epub 2017 Dec 26.","Kazemi DM","Addict Res Theory","2018","2020/07/23","PMC7373205","NIHMS1607623","10.1080/16066359.2017.1420783"
"37788054","Digital Rights and Mobile Health in Low- and Middle-Income Countries: Protocol for a Scoping Review","Poulsen A, Song YJC, Fosch-Villaronga E, LaMonica HM, Iannelli O, Alam M, Hickie IB.","JMIR Res Protoc. 2023 Oct 3;12:e49150. doi: 10.2196/49150.","Poulsen A","JMIR Res Protoc","2023","2023/10/03","PMC10582819","","10.2196/49150"
"36580365","The Acceptance, Usability, and Utility of a Web Portal for Back Pain as Recommended by Primary Care Physicians: Qualitative Interview Study With Patients","Schlett C, Röttele N, van der Keylen P, Schöpf-Lazzarino AC, Klimmek M, Körner M, Schnitzius K, Voigt-Radloff S, Maun A, Sofroniou M, Farin-Glattacker E.","JMIR Form Res. 2022 Dec 29;6(12):e38748. doi: 10.2196/38748.","Schlett C","JMIR Form Res","2022","2022/12/29","PMC9837709","","10.2196/38748"
"37217635","Engagement and Use of a Blended mHealth Intervention for Health Behavior Change","Zimmermann M, Greenberg L, Breland JY.","Int J Behav Med. 2024 Apr;31(2):284-291. doi: 10.1007/s12529-023-10182-1. Epub 2023 May 22.","Zimmermann M","Int J Behav Med","2024","2023/05/22","","","10.1007/s12529-023-10182-1"
"38833841","Supporting parents with acutely ill children: Environment scan and user evaluation of mobile applications (the SuPa kids project)","Rathbone AL, Neill S, Prime S, Thomas N, Everett K.","Int J Med Inform. 2024 May 26;189:105504. doi: 10.1016/j.ijmedinf.2024.105504. Online ahead of print.","Rathbone AL","Int J Med Inform","2024","2024/06/04","","","10.1016/j.ijmedinf.2024.105504"
"28842389","Usability of a Culturally Informed mHealth Intervention for Symptoms of Anxiety and Depression: Feedback From Young Sexual Minority Men","Fleming JB, Hill YN, Burns MN.","JMIR Hum Factors. 2017 Aug 25;4(3):e22. doi: 10.2196/humanfactors.7392.","Fleming JB","JMIR Hum Factors","2017","2017/08/27","PMC5591407","","10.2196/humanfactors.7392"
"28596890","Acceptability of internet interventions for youth mental health in Vietnam","Sobowale K, Nguyen M, Weiss B, Van TTH, Trung LT.","Glob Ment Health (Camb). 2016 Jul 14;3:e22. doi: 10.1017/gmh.2016.18. eCollection 2016.","Sobowale K","Glob Ment Health (Camb)","2016","2017/06/10","PMC5454795","","10.1017/gmh.2016.18"
"38814744","Needs and Demands for e-Health Symptom Management Interventions in Patients with Post-COVID-19 Condition: A User-Centered Design Approach","Schröder J, Dinse H, Maria Jahre L, Skoda EM, Stettner M, Kleinschnitz C, Teufel M, Bäuerle A.","Telemed J E Health. 2024 May 29. doi: 10.1089/tmj.2024.0088. Online ahead of print.","Schröder J","Telemed J E Health","2024","2024/05/30","","","10.1089/tmj.2024.0088"
"38843515","Implementing a Hospital Call Center Service for Mental Health in Uganda: User-Centered Design Approach","Kabukye JK, Namagembe R, Nakku J, Kiberu V, Sjölinder M, Nilsson S, Wamala-Larsson C.","JMIR Hum Factors. 2024 Jun 6;11:e53976. doi: 10.2196/53976.","Kabukye JK","JMIR Hum Factors","2024","2024/06/06","","","10.2196/53976"
"35023937","Efficacy of Digitally Supported and Real-Time Self-Monitoring of Blood Glucose-Driven Counseling in Patients with Type 2 Diabetes Mellitus: A Real-World, Retrospective Study in North India","Sabharwal M, Misra A, Ghosh A, Chopra G.","Diabetes Metab Syndr Obes. 2022 Jan 5;15:23-33. doi: 10.2147/DMSO.S345785. eCollection 2022.","Sabharwal M","Diabetes Metab Syndr Obes","2022","2022/01/13","PMC8743499","","10.2147/DMSO.S345785"
